id_retour,id_vente,id_client,id_produit,date_retour,motif,quantite_retournee,montant_rembourse,statut_retour
RET00272,VNT031039,CLT06807,PRD0366,2025-01-09,Arrivé endommagé,2,665.65,en_traitement
RET00273,VNT032129,CLT00870,PRD0182,2023-12-12,Produit défectueux,1,1998.65,refusé
RET00274,VNT040924,CLT07131,PRD0104,2022-01-18,Ne correspond pas à la description,2,218.15,refusé
RET00275,VNT036799,CLT06722,PRD0113,2022-06-24,Mauvaise taille,1,94.88,remboursé
RET00276,VNT013455,CLT04398,PRD0311,2022-05-02,Mauvaise taille,4,421.84,refusé
RET00277,VNT021609,CLT11639,PRD0398,2023-04-11,Produit défectueux,1,433.79,refusé
RET00278,VNT032891,CLT04365,PRD0048,2022-08-26,Ne correspond pas à la description,2,2535.78,remboursé
RET00279,VNT035532,CLT04160,PRD0357,2023-06-08,Produit défectueux,2,636.34,en_traitement
RET00280,VNT043263,CLT07989,PRD0394,2023-12-29,Produit défectueux,1,171.37,en_traitement
RET00281,VNT034161,CLT09054,PRD0026,2022-09-05,Produit défectueux,1,1714.1,remboursé
RET00282,VNT013381,CLT01074,PRD0174,2023-09-09,Arrivé endommagé,1,975.58,en_traitement
RET00283,VNT037702,CLT03068,PRD0264,2025-01-22,Produit défectueux,1,386.24,remboursé
RET00284,VNT047576,CLT11383,PRD0340,2022-07-11,Produit défectueux,2,477.98,refusé
RET00285,VNT038339,CLT11493,PRD0320,2024-11-09,Qualité insuffisante,4,388.48,en_traitement
RET00286,VNT035408,CLT07480,PRD0018,2023-07-18,Produit défectueux,3,27945.19,remboursé
RET00287,VNT033162,CLT01395,PRD0312,2024-10-09,Ne correspond pas à la description,1,392.3,remboursé
RET00288,VNT004621,CLT10551,PRD0095,2024-07-11,Mauvaise taille,1,510.53,remboursé
RET00289,VNT015821,CLT05732,PRD0164,2024-05-06,Arrivé endommagé,8,2366.94,remboursé
RET00290,VNT006216,CLT03642,PRD0349,2023-07-08,Ne correspond pas à la description,4,346.24,remboursé
RET00291,VNT042802,CLT04688,PRD0042,2024-06-04,Qualité insuffisante,1,3294.78,remboursé
RET00292,VNT006763,CLT01429,PRD0286,2023-08-02,Mauvaise taille,2,761.22,remboursé
RET00293,VNT021481,CLT03736,PRD0062,2022-05-08,Ne correspond pas à la description,1,657.77,remboursé
RET00294,VNT000035,CLT01822,PRD0039,2022-05-20,Ne correspond pas à la description,1,2298.54,refusé
RET00295,VNT020594,CLT10852,PRD0172,2023-09-10,Produit défectueux,1,797.21,remboursé
RET00296,VNT034079,CLT02574,PRD0200,2023-06-22,Mauvaise taille,2,1593.96,remboursé
RET00297,VNT036680,CLT02626,PRD0175,2022-03-05,Doublon de commande,1,2169.03,remboursé
RET00298,VNT005221,CLT11362,PRD0270,2022-10-07,Mauvaise taille,1,370.14,remboursé
RET00299,VNT032139,CLT06921,PRD0381,2022-08-04,Doublon de commande,1,593.98,remboursé
RET00300,VNT049742,CLT10757,PRD0338,2023-05-31,Mauvaise taille,1,85.45,remboursé
RET00301,VNT023178,CLT04855,PRD0041,2023-11-08,Ne correspond pas à la description,1,870.69,remboursé
RET00302,VNT030174,CLT09879,PRD0004,2023-10-21,Produit défectueux,1,175.85,remboursé
RET00303,VNT004405,CLT06527,PRD0224,2022-02-13,Doublon de commande,1,3529.85,remboursé
RET00304,VNT006433,CLT08685,PRD0111,2023-09-24,Délai de livraison dépassé,1,185.61,remboursé
RET00305,VNT009774,CLT10162,PRD0213,2022-09-09,Produit défectueux,1,6788.12,refusé
RET00306,VNT013070,CLT04486,PRD0065,2024-07-18,Arrivé endommagé,4,2498.77,en_traitement
RET00307,VNT007115,CLT01717,PRD0186,2022-11-29,Mauvaise taille,4,3839.13,refusé
RET00308,VNT049012,CLT11637,PRD0397,2023-08-26,Mauvaise taille,2,1023.38,remboursé
RET00309,VNT000250,CLT10323,PRD0332,2022-10-05,Produit défectueux,1,83.41,remboursé
RET00310,VNT041024,CLT07810,PRD0268,2022-11-30,Changement d'avis,1,367.4,en_traitement
RET00311,VNT026523,CLT06487,PRD0073,2023-06-20,Arrivé endommagé,1,1204.21,remboursé
RET00312,VNT008744,CLT03984,PRD0363,2024-08-06,Ne correspond pas à la description,3,1295.61,remboursé
RET00313,VNT022532,CLT05028,PRD0277,2022-10-23,Délai de livraison dépassé,1,209.31,remboursé
RET00314,VNT008929,CLT09084,PRD0133,2022-07-14,Ne correspond pas à la description,1,111.93,refusé
RET00315,VNT033936,CLT10578,PRD0303,2024-10-12,Produit défectueux,4,699.72,remboursé
RET00316,VNT014579,CLT03787,PRD0084,2022-04-22,Produit défectueux,2,1943.28,remboursé
RET00317,VNT049236,CLT04845,PRD0178,2024-10-04,Arrivé endommagé,2,759.92,remboursé
RET00318,VNT047737,CLT01424,PRD0081,2022-06-07,Ne correspond pas à la description,1,993.78,en_traitement
RET00319,VNT044008,CLT09921,PRD0213,2022-02-06,Produit défectueux,2,4400.57,en_traitement
RET00320,VNT007259,CLT02399,PRD0264,2024-09-03,Produit défectueux,5,2355.07,remboursé
RET00321,VNT040882,CLT01463,PRD0208,2022-03-06,Mauvaise taille,1,6252.13,remboursé
RET00322,VNT022950,CLT08486,PRD0350,2024-05-14,Arrivé endommagé,1,213.44,remboursé
RET00323,VNT010906,CLT01270,PRD0126,2023-07-26,Produit défectueux,1,173.26,remboursé
RET00324,VNT007900,CLT09400,PRD0397,2024-04-22,Mauvaise taille,1,644.28,en_traitement
RET00325,VNT005247,CLT10650,PRD0161,2023-04-29,Arrivé endommagé,1,525.82,remboursé
RET00326,VNT004327,CLT10821,PRD0059,2023-10-20,Produit défectueux,1,2315.45,en_traitement
RET00327,VNT027323,CLT05679,PRD0249,2023-12-22,Délai de livraison dépassé,1,2399.07,remboursé
RET00328,VNT051163,CLT02544,PRD0250,2024-11-14,Produit défectueux,1,68.66,refusé
RET00329,VNT020282,CLT10639,PRD0049,2023-11-23,Ne correspond pas à la description,2,5942.84,en_traitement
RET00330,VNT037930,CLT00600,PRD0175,2024-07-25,Mauvaise taille,2,1101.75,remboursé
RET00331,VNT016773,CLT00060,PRD0072,2024-07-07,Produit défectueux,1,413.38,remboursé
RET00332,VNT030205,CLT02662,PRD0234,2022-02-02,Doublon de commande,1,1828.66,en_traitement
RET00333,VNT043527,CLT02973,PRD0052,2022-12-05,Produit défectueux,1,196.66,remboursé
RET00334,VNT020012,CLT07531,PRD0062,2024-05-09,Produit défectueux,1,351.78,remboursé
RET00335,VNT016577,CLT02557,PRD0320,2025-01-10,Produit défectueux,9,572.76,remboursé
RET00336,VNT045156,CLT10255,PRD0276,2022-07-05,Arrivé endommagé,1,358.56,remboursé
RET00337,VNT021384,CLT05306,PRD0193,2024-04-27,Mauvaise taille,2,1534.35,remboursé
RET00338,VNT010798,CLT08196,PRD0073,2022-10-13,Produit défectueux,1,529.22,en_traitement
RET00339,VNT044418,CLT07643,PRD0168,2022-11-05,Arrivé endommagé,2,878.72,remboursé
RET00340,VNT003641,CLT10899,PRD0129,2022-10-24,Arrivé endommagé,4,107.63,en_traitement
RET00341,VNT053038,CLT07487,PRD0339,2023-09-07,Mauvaise taille,1,381.0,remboursé
RET00342,VNT005878,CLT06701,PRD0021,2024-04-09,Produit défectueux,1,461.77,remboursé
RET00343,VNT047526,CLT04189,PRD0051,2024-06-28,Changement d'avis,4,2898.81,refusé
RET00344,VNT025880,CLT04876,PRD0344,2022-10-16,Changement d'avis,1,808.75,remboursé
RET00345,VNT051675,CLT01746,PRD0181,2022-07-23,Délai de livraison dépassé,4,6271.25,en_traitement
RET00346,VNT033194,CLT06328,PRD0238,2024-10-28,Produit défectueux,4,12758.36,remboursé
RET00347,VNT017895,CLT08991,PRD0062,2022-04-21,Mauvaise taille,1,308.65,remboursé
RET00348,VNT035459,CLT07659,PRD0088,2023-02-21,Produit défectueux,2,277.68,remboursé
RET00349,VNT006054,CLT02718,PRD0390,2023-11-14,Mauvaise taille,1,55.2,refusé
RET00350,VNT021546,CLT09869,PRD0079,2024-12-30,Arrivé endommagé,1,299.14,remboursé
RET00351,VNT002221,CLT03395,PRD0245,2024-10-12,Doublon de commande,2,2784.73,remboursé
RET00352,VNT031306,CLT05316,PRD0184,2024-09-26,Arrivé endommagé,3,1300.65,remboursé
RET00353,VNT031708,CLT09274,PRD0151,2024-09-10,Produit défectueux,3,2921.96,remboursé
RET00354,VNT051363,CLT10098,PRD0080,2024-01-31,Arrivé endommagé,1,363.27,remboursé
RET00355,VNT000967,CLT00305,PRD0335,2022-03-30,Délai de livraison dépassé,1,166.92,remboursé
RET00356,VNT029098,CLT07416,PRD0020,2022-08-29,Délai de livraison dépassé,1,2771.32,en_traitement
RET00357,VNT018583,CLT11868,PRD0075,2022-08-01,Arrivé endommagé,1,297.35,remboursé
RET00358,VNT037909,CLT04275,PRD0364,2022-07-21,Ne correspond pas à la description,1,177.8,en_traitement
RET00359,VNT012843,CLT10444,PRD0133,2024-01-24,Ne correspond pas à la description,1,181.35,remboursé
RET00360,VNT032949,CLT10674,PRD0133,2024-06-21,Produit défectueux,2,178.56,remboursé
RET00361,VNT030146,CLT10915,PRD0036,2024-12-30,Changement d'avis,1,839.36,en_traitement
RET00362,VNT051986,CLT05483,PRD0133,2024-02-01,Produit défectueux,2,210.38,refusé
RET00363,VNT038154,CLT04053,PRD0255,2022-11-29,Délai de livraison dépassé,1,321.32,en_traitement
RET00364,VNT025177,CLT08212,PRD0318,2023-12-22,Délai de livraison dépassé,1,187.94,remboursé
RET00365,VNT000077,CLT06312,PRD0217,2023-03-02,Ne correspond pas à la description,3,3689.99,remboursé
RET00366,VNT035758,CLT00660,PRD0237,2023-04-09,Produit défectueux,2,5634.21,refusé
RET00367,VNT016859,CLT03353,PRD0193,2023-01-30,Mauvaise taille,1,1172.07,en_traitement
RET00368,VNT033467,CLT02498,PRD0195,2022-08-01,Ne correspond pas à la description,2,1065.73,remboursé
RET00369,VNT008187,CLT05497,PRD0320,2022-04-30,Changement d'avis,1,134.2,en_traitement
RET00370,VNT043760,CLT05312,PRD0153,2022-02-21,Ne correspond pas à la description,1,96.25,en_traitement
RET00371,VNT017503,CLT04319,PRD0310,2024-02-05,Arrivé endommagé,1,233.59,remboursé
RET00372,VNT050275,CLT09298,PRD0212,2024-01-27,Ne correspond pas à la description,1,1430.43,remboursé
RET00373,VNT014763,CLT09282,PRD0313,2022-12-24,Doublon de commande,1,204.26,en_traitement
RET00374,VNT028492,CLT04041,PRD0195,2022-12-17,Changement d'avis,6,3916.28,refusé
RET00375,VNT043743,CLT03127,PRD0125,2024-05-21,Changement d'avis,2,156.59,remboursé
RET00376,VNT053513,CLT04760,PRD0371,2022-07-10,Produit défectueux,6,1763.93,remboursé
RET00377,VNT037828,CLT04386,PRD0309,2023-08-28,Doublon de commande,5,609.2,refusé
RET00378,VNT052058,CLT01297,PRD0296,2023-07-26,Arrivé endommagé,1,203.94,en_traitement
RET00379,VNT002011,CLT08684,PRD0290,2024-11-16,Arrivé endommagé,1,45.98,en_traitement
RET00380,VNT016474,CLT06796,PRD0026,2024-12-28,Produit défectueux,1,977.74,remboursé
RET00381,VNT006482,CLT10254,PRD0004,2025-01-01,Qualité insuffisante,1,302.04,remboursé
RET00382,VNT047590,CLT11782,PRD0315,2023-01-05,Changement d'avis,1,231.53,en_traitement
RET00383,VNT035795,CLT07711,PRD0226,2023-05-26,Mauvaise taille,1,2683.49,en_traitement
RET00384,VNT005940,CLT02663,PRD0248,2023-10-29,Mauvaise taille,1,921.63,remboursé
RET00385,VNT048959,CLT01604,PRD0052,2023-01-07,Produit défectueux,1,739.43,remboursé
RET00386,VNT030653,CLT04167,PRD0148,2024-09-28,Arrivé endommagé,2,339.48,remboursé
RET00387,VNT044849,CLT00455,PRD0031,2023-01-31,Produit défectueux,2,9118.41,remboursé
RET00388,VNT042306,CLT04136,PRD0006,2022-03-22,Mauvaise taille,2,1080.82,en_traitement
RET00389,VNT003130,CLT10039,PRD0350,2023-03-27,Ne correspond pas à la description,4,541.11,remboursé
RET00390,VNT040803,CLT00779,PRD0353,2024-06-20,Arrivé endommagé,1,366.89,remboursé
RET00391,VNT043121,CLT10192,PRD0109,2023-10-27,Arrivé endommagé,3,333.37,remboursé
RET00392,VNT030809,CLT03123,PRD0295,2022-04-25,Ne correspond pas à la description,1,63.53,remboursé
RET00393,VNT012036,CLT02939,PRD0038,2023-02-23,Mauvaise taille,2,1796.18,remboursé
RET00394,VNT004249,CLT00491,PRD0036,2023-09-28,Doublon de commande,1,1002.11,en_traitement
RET00395,VNT051299,CLT08590,PRD0040,2023-12-22,Ne correspond pas à la description,3,4596.43,remboursé
RET00396,VNT007702,CLT11086,PRD0312,2023-05-26,Mauvaise taille,3,238.01,remboursé
RET00397,VNT052919,CLT09071,PRD0077,2022-09-22,Produit défectueux,2,1306.58,en_traitement
RET00398,VNT037427,CLT02093,PRD0018,2024-01-21,Ne correspond pas à la description,4,14934.93,remboursé
RET00399,VNT014562,CLT09144,PRD0393,2023-08-11,Mauvaise taille,1,544.22,remboursé
RET00400,VNT049358,CLT00850,PRD0124,2022-03-13,Ne correspond pas à la description,1,97.19,en_traitement
RET00401,VNT043165,CLT04326,PRD0327,2024-11-01,Changement d'avis,1,148.59,remboursé
RET00402,VNT051045,CLT01465,PRD0225,2023-03-09,Qualité insuffisante,1,1707.57,remboursé
RET00403,VNT011403,CLT07110,PRD0169,2024-01-31,Produit défectueux,2,1084.55,en_traitement
RET00404,VNT001448,CLT00501,PRD0155,2023-10-13,Changement d'avis,1,344.03,remboursé
RET00405,VNT050709,CLT08164,PRD0262,2024-12-11,Ne correspond pas à la description,1,242.36,remboursé
RET00406,VNT044313,CLT00533,PRD0342,2024-05-25,Changement d'avis,5,1397.64,refusé
RET00407,VNT019521,CLT09470,PRD0181,2024-05-31,Doublon de commande,2,4022.66,remboursé
RET00408,VNT013340,CLT09596,PRD0234,2024-08-12,Produit défectueux,4,2333.24,en_traitement
RET00409,VNT043686,CLT08605,PRD0121,2024-01-19,Produit défectueux,1,296.75,en_traitement
RET00410,VNT023183,CLT03310,PRD0390,2022-06-12,Délai de livraison dépassé,3,204.31,remboursé
RET00411,VNT013324,CLT04970,PRD0107,2023-03-10,Qualité insuffisante,5,176.69,refusé
RET00412,VNT040152,CLT09739,PRD0237,2024-02-12,Doublon de commande,1,1802.26,remboursé
RET00413,VNT007964,CLT11088,PRD0319,2024-12-19,Mauvaise taille,1,207.91,remboursé
RET00414,VNT011331,CLT06331,PRD0210,2022-03-18,Ne correspond pas à la description,1,355.56,remboursé
RET00415,VNT036556,CLT07045,PRD0395,2024-04-06,Produit défectueux,1,404.92,remboursé
RET00416,VNT037510,CLT01108,PRD0385,2023-04-19,Produit défectueux,1,349.69,remboursé
RET00417,VNT042167,CLT05547,PRD0190,2023-07-19,Produit défectueux,5,4841.98,remboursé
RET00418,VNT020470,CLT10352,PRD0245,2024-08-31,Ne correspond pas à la description,4,5097.22,en_traitement
RET00419,VNT050378,CLT03317,PRD0306,2022-01-30,Produit défectueux,1,271.32,remboursé
RET00420,VNT033215,CLT05681,PRD0051,2022-10-26,Changement d'avis,1,555.23,remboursé
RET00421,VNT018130,CLT10613,PRD0364,2023-07-21,Ne correspond pas à la description,1,174.97,remboursé
RET00422,VNT035020,CLT03146,PRD0315,2023-02-03,Délai de livraison dépassé,1,240.15,refusé
RET00423,VNT039047,CLT07295,PRD0191,2024-10-09,Ne correspond pas à la description,1,959.2,refusé
RET00424,VNT018658,CLT02647,PRD0278,2022-12-08,Ne correspond pas à la description,3,581.36,remboursé
RET00425,VNT054259,CLT02015,PRD0321,2024-10-31,Produit défectueux,2,447.72,remboursé
RET00426,VNT051188,CLT06751,PRD0381,2023-05-06,Produit défectueux,1,578.28,en_traitement
RET00427,VNT021248,CLT02585,PRD0177,2022-05-06,Produit défectueux,5,4836.52,remboursé
RET00428,VNT042652,CLT00378,PRD0247,2023-02-25,Ne correspond pas à la description,1,104.43,en_traitement
RET00429,VNT030610,CLT00629,PRD0084,2024-02-10,Ne correspond pas à la description,3,2000.67,en_traitement
RET00430,VNT011225,CLT05409,PRD0241,2023-03-29,Produit défectueux,2,3058.56,remboursé
RET00431,VNT026320,CLT00043,PRD0051,2022-05-31,Produit défectueux,1,652.39,refusé
RET00432,VNT040749,CLT04891,PRD0301,2024-03-06,Produit défectueux,4,715.27,en_traitement
RET00433,VNT024413,CLT04934,PRD0237,2022-05-09,Arrivé endommagé,2,5805.92,en_traitement
RET00434,VNT016297,CLT11599,PRD0343,2022-09-26,Qualité insuffisante,1,214.72,remboursé
RET00435,VNT018685,CLT07916,PRD0162,2022-07-07,Doublon de commande,3,3316.53,en_traitement
RET00436,VNT031254,CLT08640,PRD0012,2022-03-05,Doublon de commande,1,12296.7,en_traitement
RET00437,VNT004487,CLT10175,PRD0264,2024-01-01,Produit défectueux,3,1952.63,remboursé
RET00438,VNT005671,CLT09778,PRD0189,2022-07-21,Produit défectueux,1,117.06,refusé
RET00439,VNT044913,CLT10868,PRD0070,2022-07-09,Mauvaise taille,2,935.0,remboursé
RET00440,VNT048985,CLT04737,PRD0304,2022-02-05,Arrivé endommagé,1,61.93,remboursé
RET00441,VNT034906,CLT09533,PRD0006,2022-04-12,Délai de livraison dépassé,1,420.86,remboursé
RET00442,VNT033346,CLT09896,PRD0285,2023-10-10,Délai de livraison dépassé,1,134.51,remboursé
RET00443,VNT009506,CLT01436,PRD0096,2024-01-08,Ne correspond pas à la description,4,1206.82,remboursé
RET00444,VNT043928,CLT09612,PRD0324,2024-01-15,Mauvaise taille,1,421.92,remboursé
RET00445,VNT000301,CLT03758,PRD0396,2023-01-27,Mauvaise taille,2,161.14,remboursé
RET00446,VNT006894,CLT00988,PRD0144,2023-02-27,Produit défectueux,1,209.05,remboursé
RET00447,VNT014822,CLT08927,PRD0260,2023-05-18,Mauvaise taille,2,390.66,remboursé
RET00448,VNT006392,CLT05150,PRD0079,2022-11-21,Ne correspond pas à la description,2,897.09,en_traitement
RET00449,VNT005483,CLT00145,PRD0343,2022-04-08,Produit défectueux,2,410.88,remboursé
RET00450,VNT003451,CLT03555,PRD0180,2023-02-25,Arrivé endommagé,2,1597.95,remboursé
RET00451,VNT002195,CLT00750,PRD0366,2023-07-28,Arrivé endommagé,1,402.17,remboursé
RET00452,VNT001251,CLT05438,PRD0190,2022-08-05,Arrivé endommagé,1,775.06,remboursé
RET00453,VNT022113,CLT06656,PRD0291,2022-10-24,Délai de livraison dépassé,1,188.17,en_traitement
RET00454,VNT013531,CLT01122,PRD0171,2023-09-22,Mauvaise taille,1,483.96,remboursé
RET00455,VNT000112,CLT05342,PRD0046,2025-01-25,Arrivé endommagé,2,7214.35,remboursé
RET00456,VNT013247,CLT02031,PRD0252,2024-03-25,Produit défectueux,1,236.44,remboursé
RET00457,VNT041056,CLT05709,PRD0346,2022-06-04,Produit défectueux,1,245.74,remboursé
RET00458,VNT009029,CLT08365,PRD0184,2024-10-15,Ne correspond pas à la description,2,1072.21,remboursé
RET00459,VNT032738,CLT10578,PRD0354,2023-02-07,Mauvaise taille,1,215.81,refusé
RET00460,VNT033706,CLT02396,PRD0182,2024-10-17,Ne correspond pas à la description,2,2298.47,remboursé
RET00461,VNT000040,CLT03864,PRD0296,2024-05-17,Ne correspond pas à la description,1,183.61,en_traitement
RET00462,VNT027767,CLT08140,PRD0387,2022-03-05,Ne correspond pas à la description,1,532.54,refusé
RET00463,VNT053868,CLT01185,PRD0086,2022-01-27,Ne correspond pas à la description,2,250.91,en_traitement
RET00464,VNT011368,CLT07549,PRD0221,2023-04-11,Délai de livraison dépassé,2,147.03,remboursé
RET00465,VNT006239,CLT04692,PRD0120,2023-04-21,Arrivé endommagé,2,111.13,remboursé
RET00466,VNT027621,CLT03056,PRD0331,2023-03-14,Produit défectueux,1,60.99,remboursé
RET00467,VNT015545,CLT07236,PRD0279,2023-09-10,Ne correspond pas à la description,1,74.13,remboursé
RET00468,VNT033949,CLT06828,PRD0365,2023-02-14,Produit défectueux,1,820.17,remboursé
RET00469,VNT022482,CLT09444,PRD0008,2024-11-07,Arrivé endommagé,1,2323.57,en_traitement
RET00470,VNT040963,CLT05176,PRD0151,2023-02-27,Produit défectueux,1,575.28,en_traitement
RET00471,VNT002124,CLT02512,PRD0054,2022-09-23,Délai de livraison dépassé,2,719.38,refusé
RET00472,VNT035281,CLT05620,PRD0299,2023-11-16,Doublon de commande,1,549.02,remboursé
RET00473,VNT033934,CLT10028,PRD0347,2024-03-10,Ne correspond pas à la description,1,403.12,en_traitement
RET00474,VNT037678,CLT04311,PRD0246,2022-05-04,Arrivé endommagé,2,5057.17,remboursé
RET00475,VNT028914,CLT11236,PRD0160,2023-10-26,Arrivé endommagé,1,902.6,en_traitement
RET00476,VNT023433,CLT01293,PRD0251,2023-03-10,Produit défectueux,2,365.36,remboursé
RET00477,VNT020273,CLT01545,PRD0224,2023-02-08,Ne correspond pas à la description,1,3954.26,refusé
RET00478,VNT023849,CLT03271,PRD0049,2022-05-24,Changement d'avis,3,9852.82,remboursé
RET00479,VNT042090,CLT09412,PRD0106,2023-05-29,Délai de livraison dépassé,1,77.77,remboursé
RET00480,VNT050010,CLT03487,PRD0345,2022-03-28,Mauvaise taille,3,411.68,en_traitement
RET00481,VNT018812,CLT05636,PRD0106,2024-09-03,Produit défectueux,2,160.33,remboursé
RET00482,VNT039683,CLT02615,PRD0142,2022-10-27,Produit défectueux,1,13.18,remboursé
RET00483,VNT005453,CLT01492,PRD0232,2023-04-23,Mauvaise taille,1,4856.27,remboursé
RET00484,VNT052070,CLT01145,PRD0244,2023-01-02,Ne correspond pas à la description,1,1945.53,remboursé
RET00485,VNT006068,CLT02962,PRD0203,2022-02-21,Produit défectueux,1,2699.44,en_traitement
RET00486,VNT035674,CLT09674,PRD0397,2023-11-06,Ne correspond pas à la description,1,700.97,remboursé
RET00487,VNT054474,CLT05639,PRD0072,2023-07-27,Délai de livraison dépassé,1,390.31,en_traitement
RET00488,VNT013143,CLT03447,PRD0258,2023-04-12,Changement d'avis,2,974.59,remboursé
RET00489,VNT030595,CLT06736,PRD0247,2024-01-15,Arrivé endommagé,1,100.73,remboursé
RET00490,VNT023250,CLT04901,PRD0018,2022-03-24,Produit défectueux,1,8437.13,remboursé
RET00491,VNT015675,CLT04116,PRD0377,2024-12-02,Délai de livraison dépassé,1,255.15,remboursé
RET00492,VNT004396,CLT09216,PRD0392,2022-06-11,Produit défectueux,1,436.83,remboursé
RET00493,VNT038009,CLT11417,PRD0399,2022-10-03,Produit défectueux,1,1145.94,remboursé
RET00494,VNT036824,CLT08449,PRD0125,2024-01-30,Ne correspond pas à la description,2,260.5,remboursé
RET00495,VNT031907,CLT06281,PRD0016,2023-10-24,Changement d'avis,1,5014.06,remboursé
RET00496,VNT005241,CLT11227,PRD0033,2022-10-31,Mauvaise taille,2,2422.28,remboursé
RET00497,VNT047621,CLT10313,PRD0026,2024-07-22,Arrivé endommagé,1,1016.9,remboursé
